Rank,organoid_id,cohort,treatment,UW,HTK,media,treatment_time,one_day,two_day,time,sex,age,ischemic_time,temp_media,diss_viability,passage,passage_name,cell_plated,wells_plated,date_in_culture,date_passage,days_culture,cumulative_days,wells_diss,cells_diss,cells_passaged,difference_disstopass,wells_pass,growth_rate,doubling_time,viability,TROY,LGR5,live_annexin,dead_annexin,apoptosis_annexin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F2,2,UW,1,0,2,Fresh ,0,0,2,1,140,,,,5,Passage 5,75000,2,28-Dec-19,02-Jan-20,5,23,2,195000,175000,"20,000",3,0.19,3.63,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F3,2,HTK,0,1,3,Fresh ,0,0,3,1,140,,,,5,Passage 5,60000,2,28-Dec-19,02-Jan-20,5,23,2,442500,175000,"267,500",3,0.40,1.73,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F4,2,HBSS,0,0,1,One_day,1,0,1,1,140,,,,5,Passage 5,77500,2,28-Dec-19,02-Jan-20,5,22,2,150000,150000,0,3,0.13,5.25,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F5,2,UW,1,0,2,One_day,1,0,2,1,140,,,,5,Passage 5,,1,28-Dec-19,02-Jan-20,5,22,1,342500,175000,"167,500",3,,,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F6,2,HTK,0,1,3,One_day,1,0,3,1,128,,,,5,Passage 5,,1,28-Dec-19,02-Jan-20,5,22,1,225000,175000,"50,000",3,,,61.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M7,2,HBSS,0,0,1,Two_day,0,1,1,0,174,,,,5,Passage 5,,1,28-Dec-19,02-Jan-20,5,21,1,355000,175000,"180,000",3,,,69.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M8,2,UW,1,0,2,Two_day,0,1,2,0,174,,,,5,Passage 5,,1,28-Dec-19,02-Jan-20,5,21,1,315000,175000,"140,000",3,,,59.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F7,2,HTK,0,1,3,Two_day,0,1,3,1,128,,,,5,Passage 5,,1,28-Dec-19,02-Jan-20,5,21,1,192500,175000,"17,500",3,,,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F11,3,HBSS,0,0,1,Fresh,0,0,1,1,176,,,,5,Passage 5,140000,4,02-Jul-20,06-Jul-20,4,20,4,2030000,805000,"1,225,000",6,0.67,1.04,81.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F12,3,UW,1,0,2,Fresh ,0,0,2,1,176,,,,5,Passage 5,140000,4,02-Jul-20,06-Jul-20,4,20,4,1235000,1025000,"210,000",6,0.54,1.27,73.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F13,3,HTK,0,1,3,Fresh ,0,0,3,1,176,,,,5,Passage 5,140000,4,02-Jul-20,06-Jul-20,4,20,4,1060000,850000,"210,000",6,0.51,1.37,74.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F14,3,HBSS,0,0,1,One_day,1,0,1,1,176,,,,5,Passage 5,140000,4,02-Jul-20,06-Jul-20,4,19,4,995000,785000,"210,000",6,0.49,1.41,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F15,3,UW,1,0,2,One_day,1,0,2,1,176,,,,5,Passage 5,130000,4,02-Jul-20,06-Jul-20,4,19,4,910000,700000,"210,000",6,0.49,1.42,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F16,3,HTK,0,1,3,One_day,1,0,3,1,176,,,,5,Passage 5,85000,3,02-Jul-20,06-Jul-20,4,19,3,915000,705000,"210,000",6,0.59,1.17,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F17,3,HBSS,0,0,1,Two_day,0,1,1,1,176,,,,5,Passage 5,140000,4,02-Jul-20,06-Jul-20,4,18,4,1505000,1295000,"210,000",6,0.59,1.17,84.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F18,3,UW,1,0,2,Two_day,0,1,2,1,153,,,,5,Passage 5,105000,4,02-Jul-20,06-Jul-20,4,18,4,1020000,810000,"210,000",6,0.57,1.22,77.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F19,3,HTK,0,1,3,Two_day,0,1,3,1,153,,,,5,Passage 5,135000,4,02-Jul-20,06-Jul-20,4,18,4,745000,535000,"210,000",6,0.43,1.62,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M9,4,HBSS,0,0,1,Fresh,0,0,1,0,136,,,,5,Passage 5,140000,4,07-Sep-20,12-Sep-20,5,24,4,420000,210000,"210,000",6,0.22,3.15,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M10,4,UW,1,0,2,Fresh ,0,0,2,0,136,,,,5,Passage 5,70000,2,07-Sep-20,12-Sep-20,5,24,2,240000,210000,"30,000",6,0.25,2.81,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M11,4,HTK,0,1,3,Fresh ,0,0,3,0,99,,,,5,Passage 5,140000,4,07-Sep-20,12-Sep-20,5,24,4,280000,210000,"70,000",6,0.14,5.00,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M12,4,HBSS,0,0,1,One_day,1,0,1,0,107,,,,5,Passage 5,140000,4,07-Sep-20,12-Sep-20,5,23,4,580000,210000,"370,000",6,0.28,2.44,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M13,4,UW,1,0,2,One_day,1,0,2,0,107,,,,5,Passage 5,140000,4,07-Sep-20,12-Sep-20,5,23,4,310000,210000,"100,000",6,0.16,4.36,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M14,4,HTK,0,1,3,One_day,1,0,3,0,102,,,,5,Passage 5,140000,4,07-Sep-20,12-Sep-20,5,23,4,600000,210000,"390,000",6,0.29,2.38,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F23,4,HBSS,0,0,1,Two_day,0,1,1,1,102,,,,5,Passage 5,140000,4,07-Sep-20,12-Sep-20,5,22,4,450000,210000,"240,000",6,0.23,2.97,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F24,4,UW,1,0,2,Two_day,0,1,2,1,136,,,,5,Passage 5,140000,4,07-Sep-20,12-Sep-20,5,22,4,810000,210000,"600,000",6,0.35,1.97,77.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M15,4,HTK,0,1,3,Two_day,0,1,3,0,102,,,,5,Passage 5,70000,2,07-Sep-20,12-Sep-20,5,22,2,210000,210000,0,6,0.22,3.15,77.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F25,5,HBSS,0,0,1,Fresh,0,0,1,1,120,,,,5,Passage 5,140000,4,22-Nov-20,29-Nov-20,7,32,4,960000,210000,"750,000",6,0.28,2.52,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M22,5,UW,1,0,2,Fresh ,0,0,2,0,136,,,,5,Passage 5,140000,4,22-Nov-20,29-Nov-20,7,32,4,500000,210000,"290,000",6,0.18,3.81,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M23,5,HTK,0,1,3,Fresh ,0,0,3,0,129,,,,5,Passage 5,140000,4,22-Nov-20,29-Nov-20,7,32,4,540000,210000,"330,000",6,0.19,3.59,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M24,5,HBSS,0,0,1,One_day,1,0,1,0,136,,,,5,Passage 5,102500,3,22-Nov-20,29-Nov-20,7,31,3,850000,210000,"640,000",6,0.30,2.29,57.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F26,5,UW,1,0,2,One_day,1,0,2,1,120,,,,5,Passage 5,140000,4,22-Nov-20,29-Nov-20,7,31,4,870000,210000,"660,000",6,0.26,2.66,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M25,5,HTK,0,1,3,One_day,1,0,3,0,129,,,,5,Passage 5,135000,4,22-Nov-20,29-Nov-20,7,31,4,460000,210000,"250,000",6,0.18,3.96,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M26,5,HBSS,0,0,1,Two_day,0,1,1,0,136,,,,5,Passage 5,45000,3,22-Nov-20,29-Nov-20,7,32,3,640000,210000,"430,000",6,0.38,1.83,56.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M27,5,UW,1,0,2,Two_day,0,1,2,0,129,,,,5,Passage 5,140000,4,22-Nov-20,29-Nov-20,7,32,4,1040000,210000,"830,000",6,0.29,2.42,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M28,5,HTK,0,1,3,Two_day,0,1,3,0,129,,,,5,Passage 5,140000,4,22-Nov-20,29-Nov-20,7,32,4,870000,210000,"660,000",6,0.26,2.66,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M1D,1,HBSS,0,0,1,Fresh,0,0,1,0,115,,,,6,Passage 6,105000,3,10-Dec-19,13-Dec-19,3,24,3,"452,500",70000,"382,500",2,0.49,1.42,91.4,1.08201839,0.082258406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M3D,1,UW,1,0,2,Fresh ,0,0,2,0,115,,,,6,Passage 6,140000,4,10-Dec-19,13-Dec-19,3,24,4,"412,500",70000,"342,500",2,0.36,1.92,88.7,0.720905427,-0.102517419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M5D,1,HTK,0,1,3,Fresh ,0,0,3,0,115,,,,6,Passage 6,140000,4,10-Dec-19,13-Dec-19,3,24,4,"645,000",70000,"575,000",2,0.51,1.36,90.5,1.9995627,0.426866634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M2P,1,HBSS,0,0,1,One_day,1,0,1,0,115,,,,6,Passage 6,105000,3,13-Dec-19,18-Dec-19,5,28,3,"185,000",70000,"115,000",2,0.11,6.12,88.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M4P,1,UW,1,0,2,One_day,1,0,2,0,119,,,,6,Passage 6,105000,3,13-Dec-19,18-Dec-19,5,28,3,"570,000",70000,"500,000",2,0.34,2.05,91.2,1.28013052,0.932928836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M6P,1,HTK,0,1,3,One_day,1,0,3,0,119,,,,6,Passage 6,105000,3,13-Dec-19,18-Dec-19,5,28,3,"262,500",70000,"192,500",2,0.18,3.78,91.3,1.18602258,1.039226597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M2D,1,HBSS,0,0,1,Two_day,0,1,1,0,115,,,,6,Passage 6,105000,3,13-Dec-19,18-Dec-19,5,27,3,"372,500",70000,"302,500",2,0.25,2.74,89.2,2.0949387,1.003292463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M4D,1,UW,1,0,2,Two_day,0,1,2,0,119,,,,6,Passage 6,105000,3,13-Dec-19,18-Dec-19,5,27,3,"232,500",70000,"162,500",2,0.16,4.36,89.4,1.83290239,1.21501205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M6D,1,HTK,0,1,3,Two_day,0,1,3,0,119,,,,6,Passage 6,105000,3,13-Dec-19,18-Dec-19,5,27,3,"355,000",70000,"285,000",2,0.24,2.85,89.9,0.36537206,0.205125786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F1,2,HBSS,0,0,1,Fresh,0,0,1,1,140,,,,6,Passage 6,175000,3,02-Jan-20,07-Jan-20,5,28,3,"475,000",70000,"405,000",2,0.20,3.47,87.2,-2.4302744,-2.081361769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F2,2,UW,1,0,2,Fresh ,0,0,2,1,140,,,,6,Passage 6,105000,3,02-Jan-20,07-Jan-20,5,28,3,"325,000",70000,"255,000",2,0.23,3.07,68.4,-2.8248587,-1.900287212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F3,2,HTK,0,1,3,Fresh ,0,0,3,1,140,,,,6,Passage 6,105000,3,02-Jan-20,07-Jan-20,5,28,3,"215,000",70000,"145,000",2,0.14,4.84,78.2,-1.6865723,-1.872899641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F4,2,HBSS,0,0,1,One_day,1,0,1,1,140,,,,6,Passage 6,105000,3,02-Jan-20,07-Jan-20,5,27,3,"130,000",70000,"60,000",2,0.04,16.23,59.1,-2.6939182,-1.852392456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F5,2,UW,1,0,2,One_day,1,0,2,1,140,,,,6,Passage 6,105000,3,02-Jan-20,07-Jan-20,5,27,3,"415,000",70000,"345,000",2,0.27,2.52,92.2,-3.0861066,-0.763640521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F6,2,HTK,0,1,3,One_day,1,0,3,1,128,,,,6,Passage 6,105000,3,02-Jan-20,07-Jan-20,5,27,3,"325,000",70000,"255,000",2,0.23,3.07,56.0,-2.9288186,-0.998204084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M7,2,HBSS,0,0,1,Two_day,0,1,1,0,174,,,,6,Passage 6,105000,3,02-Jan-20,07-Jan-20,5,26,3,"520,000",70000,"450,000",2,0.32,2.17,81.9,-1.148988896,-1.013437414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M8,2,UW,1,0,2,Two_day,0,1,2,0,174,,,,6,Passage 6,105000,3,02-Jan-20,07-Jan-20,5,26,3,"415,000",70000,"345,000",2,0.27,2.52,76.9,-1.2841152,-1.466963892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F7,2,HTK,0,1,3,Two_day,0,1,3,1,128,,,,6,Passage 6,105000,3,02-Jan-20,07-Jan-20,5,26,3,"170,000",70000,"100,000",2,0.10,7.19,61.8,,-2.253431456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F11,3,HBSS,0,0,1,Fresh,0,0,1,1,176,,,,6,Passage 6,670833,6,06-Jul-20,09-Jul-20,3,23,5,"947,368","70,000","877,368",2,0.12,6.02,73.7,0.85147147,0.37481135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F12,3,UW,1,0,2,Fresh ,0,0,2,1,176,,,,6,Passage 6,854166,6,06-Jul-20,09-Jul-20,3,23,5,"954,887","70,000","884,887",2,0.04,18.66,74.3,0.10811005,0.392752224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F13,3,HTK,0,1,3,Fresh ,0,0,3,1,176,,,,6,Passage 6,708333,6,06-Jul-20,09-Jul-20,3,23,5,"1,200,000","70,000","1,130,000",2,0.18,3.94,74.8,1.50564409,0.458839484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F14,3,HBSS,0,0,1,One_day,1,0,1,1,176,,,,6,Passage 6,654167,6,06-Jul-20,09-Jul-20,3,22,5,"1,120,000","70,000","1,050,000",2,0.18,3.87,87.1,0.15570934,-0.446716968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F15,3,UW,1,0,2,One_day,1,0,2,1,176,,,,6,Passage 6,583333,6,06-Jul-20,09-Jul-20,3,22,5,"1,170,000","70,000","1,100,000",2,0.23,2.99,76.0,0.75471887,-0.855910764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F16,3,HTK,0,1,3,One_day,1,0,3,1,176,,,,6,Passage 6,587500,6,06-Jul-20,09-Jul-20,3,22,5,"533,834","70,000","463,834",2,-0.03,-21.71,75.5,-1.6138326,-0.301441691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F17,3,HBSS,0,0,1,Two_day,0,1,1,1,176,,,,6,Passage 6,1079167,6,06-Jul-20,09-Jul-20,3,21,5,"1,050,000","70,000","980,000",2,-0.01,-75.89,77.7,0.47997634,-0.032107224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F18,3,UW,1,0,2,Two_day,0,1,2,1,153,,,,6,Passage 6,675000,6,06-Jul-20,09-Jul-20,3,21,5,"443,609","70,000","373,609",2,-0.14,-4.95,72.8,-0.2722658,-0.690913193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F19,3,HTK,0,1,3,Two_day,0,1,3,1,153,,,,6,Passage 6,445833,6,06-Jul-20,09-Jul-20,3,21,5,"736,842","70,000","666,842",2,0.17,4.14,80.3,0.97168125,-0.696342872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M9,4,HBSS,0,0,1,Fresh,0,0,1,0,136,,,,6,Passage 6,210000,6,12-Sep-20,16-Sep-20,4,28,6,"1,460,000","70,000","1,390,000",2,0.48,1.43,57.5,-0.579494486,-0.25575671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M10,4,UW,1,0,2,Fresh ,0,0,2,0,136,,,,6,Passage 6,210000,6,12-Sep-20,16-Sep-20,4,28,6,"740,000","70,000","670,000",2,0.31,2.20,66.1,-0.031427299,3.099040125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M11,4,HTK,0,1,3,Fresh ,0,0,3,0,99,,,,6,Passage 6,210000,6,12-Sep-20,16-Sep-20,4,28,6,"1,460,000","70,000","1,390,000",2,0.48,1.43,70.2,-0.979596557,2.453621389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M12,4,HBSS,0,0,1,One_day,1,0,1,0,107,,,,6,Passage 6,210000,6,12-Sep-20,16-Sep-20,4,27,6,"960,000","70,000","890,000",2,0.38,1.82,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M13,4,UW,1,0,2,One_day,1,0,2,0,107,,,,6,Passage 6,210000,6,12-Sep-20,16-Sep-20,4,27,6,"1,560,000","70,000","1,490,000",2,0.50,1.38,75.7,0.026969779,3.099506085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
