Rank,organoid_id,cohort,treatment,UW,HTK,media,treatment_time,one_day,two_day,time,sex,age,ischemic_time,temp_media,diss_viability,passage,passage_name,cell_plated,wells_plated,date_in_culture,date_passage,days_culture,cumulative_days,wells_diss,cells_diss,cells_passaged,difference_disstopass,wells_pass,growth_rate,doubling_time,viability,TROY,LGR5,live_annexin,dead_annexin,apoptosis_annexin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M13,4,UW,1,0,2,One_day,1,0,2,0,107,,,,3,Passage 3,"70,000",2,30-Aug-20,02-Sep-20,3,13,2,"340,000","70,000","270,000",2,0.53,1.32,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M14,4,HTK,0,1,3,One_day,1,0,3,0,102,,,,3,Passage 3,"70,000",2,30-Aug-20,02-Sep-20,3,13,2,"322,500","70,000","252,500",2,0.51,1.36,84.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F23,4,HBSS,0,0,1,Two_day,0,1,1,1,102,,,,3,Passage 3,"70,000",2,30-Aug-20,02-Sep-20,3,12,2,"410,000","70,000","340,000",2,0.59,1.18,84.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F24,4,UW,1,0,2,Two_day,0,1,2,1,136,,,,3,Passage 3,"70,000",2,30-Aug-20,02-Sep-20,3,12,2,"222,500","70,000","152,500",2,0.39,1.80,80.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M15,4,HTK,0,1,3,Two_day,0,1,3,0,102,,,,3,Passage 3,"70,000",2,30-Aug-20,02-Sep-20,3,12,2,"297,500","70,000","227,500",2,0.48,1.44,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F25,5,HBSS,0,0,1,Fresh,0,0,1,1,120,,,,3,Passage 3,"70,000",2,11-Nov-20,17-Nov-20,6,20,2,"350,000","70,000","280,000",2,0.27,2.58,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M22,5,UW,1,0,2,Fresh ,0,0,2,0,136,,,,3,Passage 3,"70,000",2,11-Nov-20,17-Nov-20,6,20,2,"315,000","70,000","245,000",2,0.25,2.77,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M23,5,HTK,0,1,3,Fresh ,0,0,3,0,129,,,,3,Passage 3,"70,000",2,11-Nov-20,17-Nov-20,6,20,2,"385,000","70,000","315,000",2,0.28,2.44,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M24,5,HBSS,0,0,1,One_day,1,0,1,0,136,,,,3,Passage 3,"70,000",2,11-Nov-20,17-Nov-20,6,19,2,"380,000","70,000","310,000",2,0.28,2.46,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F26,5,UW,1,0,2,One_day,1,0,2,1,120,,,,3,Passage 3,"70,000",2,11-Nov-20,17-Nov-20,6,19,2,"295,000","70,000","225,000",2,0.24,2.89,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M25,5,HTK,0,1,3,One_day,1,0,3,0,129,,,,3,Passage 3,"70,000",2,11-Nov-20,17-Nov-20,6,19,2,"135,000","70,000","65,000",2,0.11,6.33,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M26,5,HBSS,0,0,1,Two_day,0,1,1,0,136,,,,3,Passage 3,"70,000",2,11-Nov-20,17-Nov-20,6,20,2,"445,000","70,000","375,000",2,0.31,2.25,57.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M27,5,UW,1,0,2,Two_day,0,1,2,0,129,,,,3,Passage 3,"70,000",2,11-Nov-20,17-Nov-20,6,20,2,"230,000","70,000","160,000",2,0.20,3.50,52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M28,5,HTK,0,1,3,Two_day,0,1,3,0,129,,,,3,Passage 3,"70,000",2,11-Nov-20,17-Nov-20,6,20,2,"1,070,000","70,000","1,000,000",2,0.45,1.53,68.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M1D,1,HBSS,0,0,1,Fresh,0,0,1,0,115,,,,4,Passage 4,"70,000",2,01-Dec-19,05-Dec-19,4,16,2,290000,105000,"185,000",3,0.36,1.95,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M3D,1,UW,1,0,2,Fresh ,0,0,2,0,115,,,,4,Passage 4,"70,000",2,01-Dec-19,05-Dec-19,4,16,2,190000,105000,"85,000",3,0.25,2.78,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M5D,1,HTK,0,1,3,Fresh ,0,0,3,0,115,,,,4,Passage 4,"70,000",2,01-Dec-19,05-Dec-19,4,16,2,365000,105000,"260,000",3,0.41,1.68,85.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M2P,1,HBSS,0,0,1,One_day,1,0,1,0,115,,,,4,Passage 4,"70,000",2,05-Dec-19,10-Dec-19,5,20,2,187500,105000,"82,500",3,0.20,3.52,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M4P,1,UW,1,0,2,One_day,1,0,2,0,119,,,,4,Passage 4,"70,000",2,05-Dec-19,10-Dec-19,5,20,2,260000,105000,"155,000",3,0.26,2.64,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M6P,1,HTK,0,1,3,One_day,1,0,3,0,119,,,,4,Passage 4,"70,000",2,05-Dec-19,10-Dec-19,5,20,2,262500,105000,"157,500",3,0.26,2.62,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M2D,1,HBSS,0,0,1,Two_day,0,1,1,0,115,,,,4,Passage 4,"70,000",2,05-Dec-19,10-Dec-19,5,19,2,415000,105000,"310,000",3,0.36,1.95,85.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M4D,1,UW,1,0,2,Two_day,0,1,2,0,119,,,,4,Passage 4,"70,000",2,05-Dec-19,10-Dec-19,5,19,2,237500,105000,"132,500",3,0.24,2.84,55.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M6D,1,HTK,0,1,3,Two_day,0,1,3,0,119,,,,4,Passage 4,"70,000",2,05-Dec-19,10-Dec-19,5,19,2,342500,105000,"237,500",3,0.32,2.18,77.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F1,2,HBSS,0,0,1,Fresh,0,0,1,1,140,,,,4,Passage 4,"35,000",1,23-Dec-19,28-Dec-19,5,18,1,187500,70000,"117,500",2,0.34,2.06,88.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F2,2,UW,1,0,2,Fresh ,0,0,2,1,140,,,,4,Passage 4,"35,000",1,23-Dec-19,28-Dec-19,5,18,1,75000,75000,0,2,0.15,4.55,78.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F3,2,HTK,0,1,3,Fresh ,0,0,3,1,140,,,,4,Passage 4,"35,000",1,23-Dec-19,28-Dec-19,5,18,1,60000,60000,0,2,0.11,6.43,68.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F4,2,HBSS,0,0,1,One_day,1,0,1,1,140,,,,4,Passage 4,"35,000",1,23-Dec-19,28-Dec-19,5,17,1,77500,77500,0,2,0.16,4.36,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F5,2,UW,1,0,2,One_day,1,0,2,1,140,,,,4,Passage 4,"35,000",1,23-Dec-19,28-Dec-19,5,17,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F6,2,HTK,0,1,3,One_day,1,0,3,1,128,,,,4,Passage 4,"35,000",1,23-Dec-19,28-Dec-19,5,17,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M7,2,HBSS,0,0,1,Two_day,0,1,1,0,174,,,,4,Passage 4,"35,000",1,23-Dec-19,28-Dec-19,5,16,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M8,2,UW,1,0,2,Two_day,0,1,2,0,174,,,,4,Passage 4,"35,000",1,23-Dec-19,28-Dec-19,5,16,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F7,2,HTK,0,1,3,Two_day,0,1,3,1,128,,,,4,Passage 4,"12,000",1,23-Dec-19,28-Dec-19,5,16,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F11,3,HBSS,0,0,1,Fresh,0,0,1,1,176,,,,4,Passage 4,"70,000",2,29-Jun-20,02-Jul-20,3,16,2,202500,140000,"62,500",4,0.35,1.96,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F12,3,UW,1,0,2,Fresh ,0,0,2,1,176,,,,4,Passage 4,"70,000",2,29-Jun-20,02-Jul-20,3,16,2,152500,140000,"12,500",4,0.26,2.67,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F13,3,HTK,0,1,3,Fresh ,0,0,3,1,176,,,,4,Passage 4,"70,000",2,29-Jun-20,02-Jul-20,3,16,2,220000,140000,"80,000",4,0.38,1.82,87.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F14,3,HBSS,0,0,1,One_day,1,0,1,1,176,,,,4,Passage 4,"70,000",2,29-Jun-20,02-Jul-20,3,15,2,272500,140000,"132,500",4,0.45,1.53,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F15,3,UW,1,0,2,One_day,1,0,2,1,176,,,,4,Passage 4,"70,000",2,29-Jun-20,02-Jul-20,3,15,2,130000,130000,0,4,0.21,3.36,98.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F16,3,HTK,0,1,3,One_day,1,0,3,1,176,,,,4,Passage 4,"70,000",2,29-Jun-20,02-Jul-20,3,15,2,85000,85000,0,3,0.06,10.71,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F17,3,HBSS,0,0,1,Two_day,0,1,1,1,176,,,,4,Passage 4,"70,000",2,29-Jun-20,02-Jul-20,3,14,2,192500,140000,"52,500",4,0.34,2.06,90.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F18,3,UW,1,0,2,Two_day,0,1,2,1,153,,,,4,Passage 4,"70,000",2,29-Jun-20,02-Jul-20,3,14,2,105000,105000,0,4,0.14,5.13,76.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F19,3,HTK,0,1,3,Two_day,0,1,3,1,153,,,,4,Passage 4,"70,000",2,29-Jun-20,02-Jul-20,3,14,2,135000,135000,0,4,0.22,3.17,79.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M9,4,HBSS,0,0,1,Fresh,0,0,1,0,136,,,,4,Passage 4,"70,000",2,02-Sep-20,07-Sep-20,5,19,2,210000,140000,"70,000",4,0.22,3.15,63.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M10,4,UW,1,0,2,Fresh ,0,0,2,0,136,,,,4,Passage 4,"70,000",2,02-Sep-20,07-Sep-20,5,19,2,95000,70000,"25,000",2,0.06,11.35,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M11,4,HTK,0,1,3,Fresh ,0,0,3,0,99,,,,4,Passage 4,"70,000",2,02-Sep-20,07-Sep-20,5,19,2,282500,140000,"142,500",4,0.28,2.48,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M12,4,HBSS,0,0,1,One_day,1,0,1,0,107,,,,4,Passage 4,"70,000",2,02-Sep-20,07-Sep-20,5,18,2,182500,140000,"42,500",4,0.19,3.62,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M13,4,UW,1,0,2,One_day,1,0,2,0,107,,,,4,Passage 4,"70,000",2,02-Sep-20,07-Sep-20,5,18,2,250000,140000,"110,000",4,0.25,2.72,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M14,4,HTK,0,1,3,One_day,1,0,3,0,102,,,,4,Passage 4,"70,000",2,02-Sep-20,07-Sep-20,5,18,2,160000,140000,"20,000",4,0.17,4.19,78.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F23,4,HBSS,0,0,1,Two_day,0,1,1,1,102,,,,4,Passage 4,"70,000",2,02-Sep-20,07-Sep-20,5,17,2,262500,140000,"122,500",4,0.26,2.62,87.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F24,4,UW,1,0,2,Two_day,0,1,2,1,136,,,,4,Passage 4,"70,000",2,02-Sep-20,07-Sep-20,5,17,2,187500,140000,"47,500",4,0.20,3.52,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M15,4,HTK,0,1,3,Two_day,0,1,3,0,102,,,,4,Passage 4,"70,000",2,02-Sep-20,07-Sep-20,5,17,2,137500,70000,"67,500",2,0.14,5.13,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F25,5,HBSS,0,0,1,Fresh,0,0,1,1,120,,,,4,Passage 4,"70,000",2,17-Nov-20,22-Nov-20,5,25,2,155000,140000,"15,000",4,0.16,4.36,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M22,5,UW,1,0,2,Fresh ,0,0,2,0,136,,,,4,Passage 4,"70,000",2,17-Nov-20,22-Nov-20,5,25,2,177500,140000,"37,500",4,0.19,3.72,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M23,5,HTK,0,1,3,Fresh ,0,0,3,0,129,,,,4,Passage 4,"70,000",2,17-Nov-20,22-Nov-20,5,25,2,140000,140000,0,4,0.14,5.00,65.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M24,5,HBSS,0,0,1,One_day,1,0,1,0,136,,,,4,Passage 4,"70,000",2,17-Nov-20,22-Nov-20,5,24,2,102500,102500,0,3,0.08,9.09,62.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F26,5,UW,1,0,2,One_day,1,0,2,1,120,,,,4,Passage 4,"70,000",2,17-Nov-20,22-Nov-20,5,24,2,435000,140000,"295,000",4,0.37,1.90,73.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M25,5,HTK,0,1,3,One_day,1,0,3,0,129,,,,4,Passage 4,"70,000",2,17-Nov-20,22-Nov-20,5,24,2,135000,135000,0,4,0.13,5.28,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M26,5,HBSS,0,0,1,Two_day,0,1,1,0,136,,,,4,Passage 4,"70,000",2,17-Nov-20,22-Nov-20,5,25,2,45000,45000,0,3,-0.09,-7.84,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M27,5,UW,1,0,2,Two_day,0,1,2,0,129,,,,4,Passage 4,"70,000",2,17-Nov-20,22-Nov-20,5,25,2,145000,140000,"5,000",4,0.15,4.76,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M28,5,HTK,0,1,3,Two_day,0,1,3,0,129,,,,4,Passage 4,"70,000",2,17-Nov-20,22-Nov-20,5,25,2,165000,140000,"25,000",4,0.17,4.04,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M1D,1,HBSS,0,0,1,Fresh,0,0,1,0,115,,,,5,Passage 5,105000,3,05-Dec-19,10-Dec-19,5,21,3,230000,175000,"55,000",5,0.16,4.42,70.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M3D,1,UW,1,0,2,Fresh ,0,0,2,0,115,,,,5,Passage 5,105000,3,05-Dec-19,10-Dec-19,5,21,3,140000,140000,0,4,0.06,12.05,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M5D,1,HTK,0,1,3,Fresh ,0,0,3,0,115,,,,5,Passage 5,105000,3,05-Dec-19,10-Dec-19,5,21,3,317500,175000,"142,500",5,0.22,3.13,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M2P,1,HBSS,0,0,1,One_day,1,0,1,0,115,,,,5,Passage 5,105000,3,10-Dec-19,13-Dec-19,3,23,3,427500,175000,"252,500",5,0.47,1.48,84.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M4P,1,UW,1,0,2,One_day,1,0,2,0,119,,,,5,Passage 5,105000,3,10-Dec-19,13-Dec-19,3,23,3,615000,175000,"440,000",5,0.59,1.18,95.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M6P,1,HTK,0,1,3,One_day,1,0,3,0,119,,,,5,Passage 5,105000,3,10-Dec-19,13-Dec-19,3,23,3,422500,175000,"247,500",5,0.46,1.49,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M2D,1,HBSS,0,0,1,Two_day,0,1,1,0,115,,,,5,Passage 5,105000,3,10-Dec-19,13-Dec-19,3,22,3,272500,175000,"97,500",5,0.32,2.18,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M4D,1,UW,1,0,2,Two_day,0,1,2,0,119,,,,5,Passage 5,105000,3,10-Dec-19,13-Dec-19,3,22,3,375000,175000,"200,000",5,0.42,1.63,88.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M6D,1,HTK,0,1,3,Two_day,0,1,3,0,119,,,,5,Passage 5,105000,3,10-Dec-19,13-Dec-19,3,22,3,435000,175000,"260,000",5,0.47,1.46,94.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F1,2,HBSS,0,0,1,Fresh,0,0,1,1,140,,,,5,Passage 5,70000,2,28-Dec-19,02-Jan-20,5,23,2,180000,175000,"5,000",3,0.19,3.67,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
